f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
1808,20.91,17.89,-2.09,18.26,0.22,0.95,0.86,-2.09,0.84
1814,29.21,24.88,-2.08,24.09,0.23,0.94,0.85,-2.08,0.88
1819,24.36,21.3,-2.03,21.54,0.26,0.93,0.87,-2.03,0.86
1824,28.7,24.88,-2.05,24.42,0.26,0.93,0.87,-2.05,0.88
1830,22.49,21.95,-2.02,24.41,0.26,0.93,0.98,-2.02,0.88
1835,24.28,23.78,-2.03,26.32,0.26,0.93,0.98,-2.03,0.88
1841,27.66,26.68,-2.0,28.56,0.28,0.92,0.96,-2.0,0.9
1846,18.13,17.52,-2.09,20.05,0.24,0.94,0.97,-2.09,0.84
1851,18.88,20.08,-2.14,24.7,0.22,0.95,1.06,-2.14,0.86
1857,26.28,29.18,-2.1,35.8,0.26,0.93,1.11,-2.1,0.91
1862,25.32,27.65,-2.1,33.53,0.25,0.94,1.09,-2.1,0.9
1868,18.43,20.97,-2.15,27.46,0.25,0.94,1.14,-2.15,0.87
1873,20.9,23.33,-2.19,29.56,0.22,0.95,1.12,-2.19,0.88
1878,19.83,23.61,-2.2,31.86,0.24,0.94,1.19,-2.2,0.88
1884,22.7,26.19,-2.26,33.91,0.2,0.96,1.15,-2.26,0.89
1889,27.9,33.98,-2.26,45.21,0.23,0.95,1.22,-2.26,0.92
1894,22.07,28.6,-2.36,41.09,0.23,0.95,1.3,-2.36,0.9
1900,27.51,35.42,-2.43,49.6,0.22,0.95,1.29,-2.43,0.92
1905,20.93,25.09,-2.34,33.94,0.2,0.96,1.2,-2.34,0.89
1911,31.11,38.47,-2.43,51.7,0.2,0.96,1.24,-2.43,0.92
1916,25.13,29.9,-2.39,39.36,0.19,0.97,1.19,-2.39,0.9
1921,25.29,30.41,-2.45,40.56,0.18,0.97,1.2,-2.45,0.9
1927,28.8,32.14,-2.46,39.4,0.13,0.98,1.12,-2.46,0.91
1932,34.92,39.52,-2.5,48.41,0.12,0.98,1.13,-2.5,0.92
1937,25.89,29.66,-2.48,37.67,0.15,0.98,1.15,-2.48,0.9
1943,37.28,41.76,-2.6,50.45,0.11,0.99,1.12,-2.6,0.93
1948,44.95,49.95,-2.55,59.09,0.11,0.99,1.11,-2.55,0.94
1954,32.98,35.19,-2.67,40.93,0.09,0.99,1.07,-2.67,0.92
1959,42.22,47.29,-2.6,56.76,0.11,0.99,1.12,-2.6,0.93
1964,36.39,40.41,-2.59,48.59,0.1,0.99,1.11,-2.59,0.92
1970,38.84,42.66,-2.56,50.35,0.11,0.99,1.1,-2.56,0.93
1975,40.93,43.72,-2.64,50.34,0.07,1.0,1.07,-2.64,0.93
1981,30.32,32.27,-2.73,37.69,0.13,0.98,1.06,-2.73,0.91
1986,34.27,37.81,-2.61,45.3,0.11,0.99,1.1,-2.61,0.92
1991,28.21,29.26,-2.58,33.72,0.08,0.99,1.04,-2.58,0.9
1997,45.02,45.5,-2.69,49.14,0.03,1.0,1.01,-2.69,0.94
2002,24.57,26.46,-2.67,32.01,0.08,0.99,1.08,-2.67,0.89
2007,31.9,32.24,-2.61,35.92,0.06,1.0,1.01,-2.61,0.91
2013,36.83,40.83,-2.62,48.86,0.13,0.98,1.11,-2.62,0.93
2018,40.23,42.13,-2.56,47.49,0.13,0.98,1.05,-2.56,0.93
2024,28.65,32.85,-2.57,41.49,0.19,0.97,1.15,-2.57,0.91
2029,25.68,33.26,-2.61,47.52,0.28,0.92,1.29,-2.61,0.91
2034,21.29,31.12,-2.74,51.86,0.43,0.82,1.46,-2.74,0.88
2040,27.01,34.17,-3.03,48.69,0.67,0.55,1.26,-3.03,0.89
2045,29.27,28.19,-3.1,31.17,0.84,0.3,0.96,-3.1,0.87
2051,27.96,24.1,-2.87,24.15,0.3,0.91,0.86,-2.87,0.86
2056,28.12,23.16,-2.82,22.22,0.29,0.92,0.82,-2.82,0.86
2061,27.54,24.69,-2.76,25.48,0.14,0.98,0.9,-2.76,0.87
2067,28.3,27.84,-2.65,30.92,0.12,0.99,0.98,-2.65,0.89
2072,20.88,23.02,-2.63,29.45,0.19,0.97,1.1,-2.63,0.86
2077,17.28,19.53,-2.67,25.93,0.18,0.97,1.13,-2.67,0.85
2083,22.41,27.09,-2.92,36.9,0.39,0.85,1.21,-2.92,0.89
2088,19.77,21.49,-2.92,27.0,0.28,0.92,1.09,-2.92,0.87
2094,17.32,16.16,-3.02,18.14,0.5,0.75,0.93,-3.02,0.83
2099,19.86,19.36,-2.96,22.15,0.32,0.9,0.97,-2.96,0.85
2104,20.02,20.96,-3.03,25.1,0.5,0.75,1.05,-3.03,0.87
2110,20.78,19.66,-2.96,21.61,0.31,0.91,0.95,-2.96,0.86
2115,18.66,18.68,-3.06,21.8,0.6,0.64,1.0,-3.06,0.86
2121,21.66,19.8,-3.04,20.97,0.54,0.71,0.91,-3.04,0.86
2126,14.2,13.35,-3.09,15.4,0.71,0.5,0.94,-3.09,0.82
2131,21.21,18.2,-3.03,18.33,0.57,0.68,0.86,-3.03,0.85
2137,20.72,16.82,-3.05,16.2,0.67,0.55,0.81,-3.05,0.84
2142,17.3,14.49,-3.04,14.81,0.59,0.65,0.84,-3.04,0.82
2147,18.5,15.4,-2.96,15.49,0.42,0.82,0.83,-2.96,0.83
2153,19.18,15.13,-2.99,14.45,0.55,0.69,0.79,-2.99,0.83
2158,27.88,23.63,-2.97,22.73,0.4,0.84,0.85,-2.97,0.88
2164,18.17,15.14,-2.96,15.28,0.42,0.82,0.83,-2.96,0.83
2169,21.36,18.92,-3.0,19.49,0.39,0.85,0.89,-3.0,0.86
2174,20.33,18.21,-3.0,19.0,0.38,0.85,0.9,-3.0,0.86
2180,27.8,22.71,-3.02,21.13,0.58,0.67,0.82,-3.02,0.88
2185,22.75,17.89,-3.01,16.54,0.6,0.64,0.79,-3.01,0.85
2191,22.19,17.1,-3.06,15.56,0.75,0.44,0.77,-3.06,0.85
2196,25.08,17.18,-3.05,13.83,0.82,0.33,0.69,-3.05,0.85
2201,27.3,19.8,-3.05,16.59,0.79,0.38,0.73,-3.05,0.87
2207,26.24,17.61,-2.97,13.83,0.73,0.46,0.67,-2.97,0.85
2212,29.53,21.54,-3.02,17.89,0.72,0.48,0.73,-3.02,0.88
2217,30.2,21.09,-3.03,16.75,0.79,0.38,0.7,-3.03,0.88
2223,34.66,22.92,-2.88,17.08,0.7,0.51,0.66,-2.88,0.89
2228,34.09,24.19,-2.87,19.18,0.64,0.6,0.71,-2.87,0.9
2234,26.64,18.91,-2.82,15.44,0.63,0.6,0.71,-2.82,0.87
2239,34.09,23.77,-2.87,18.55,0.67,0.55,0.7,-2.87,0.89
2244,24.42,16.22,-2.77,12.63,0.7,0.51,0.66,-2.77,0.85
2250,24.59,17.06,-2.83,13.81,0.69,0.53,0.69,-2.83,0.86
2255,22.38,15.75,-2.8,13.06,0.68,0.53,0.7,-2.8,0.85
2260,25.34,18.26,-2.84,15.14,0.68,0.54,0.72,-2.84,0.87
2266,22.18,16.67,-2.71,14.52,0.67,0.55,0.75,-2.71,0.86
2271,19.37,14.57,-2.77,13.04,0.68,0.54,0.75,-2.77,0.84
2277,25.36,19.92,-2.83,17.72,0.65,0.58,0.79,-2.83,0.88
2282,31.51,23.44,-2.8,19.42,0.71,0.49,0.74,-2.8,0.9
2287,21.81,16.51,-2.72,14.52,0.73,0.47,0.76,-2.72,0.86
2293,23.72,18.1,-2.74,15.85,0.74,0.45,0.76,-2.74,0.87
2298,20.85,15.43,-2.76,13.4,0.77,0.41,0.74,-2.76,0.85
2304,21.73,17.64,-2.67,16.3,0.77,0.41,0.81,-2.67,0.88
2309,22.92,18.88,-2.79,17.65,0.74,0.45,0.82,-2.79,0.88
2314,20.52,17.0,-2.79,16.22,0.77,0.41,0.83,-2.79,0.87
2320,19.85,16.35,-2.72,15.6,0.81,0.34,0.82,-2.72,0.86
2325,17.06,12.88,-2.8,11.65,0.85,0.28,0.75,-2.8,0.83
2330,26.2,20.95,-2.72,18.74,0.86,0.25,0.8,-2.72,0.89
2336,21.97,18.47,-2.74,17.67,0.87,0.24,0.84,-2.74,0.88
2341,13.78,11.95,-2.77,12.56,0.89,0.21,0.87,-2.77,0.83
2347,17.36,15.85,-2.68,16.68,0.93,0.14,0.91,-2.68,0.87
2352,15.61,13.21,-2.78,13.31,0.95,0.1,0.85,-2.78,0.84
2357,13.75,12.85,-2.68,14.25,0.98,0.04,0.93,-2.68,0.84
2363,16.36,15.92,-2.72,17.83,1.01,-0.03,0.97,-2.72,0.87
2368,19.93,18.1,-2.78,18.68,1.05,-0.11,0.91,-2.78,0.88
2374,12.91,11.48,-2.67,12.29,1.07,-0.14,0.89,-2.67,0.83
2379,14.01,12.61,-2.79,13.6,1.14,-0.29,0.9,-2.79,0.84
2384,13.62,12.63,-2.79,13.99,1.19,-0.41,0.93,-2.79,0.84
2390,15.09,15.08,-2.7,17.33,1.19,-0.42,1.0,-2.7,0.87
2395,14.76,15.09,-2.85,17.93,1.36,-0.85,1.02,-2.85,0.86
2400,15.27,15.67,-2.85,18.6,1.45,-1.09,1.03,-2.85,0.86
2406,12.29,13.05,-2.89,16.44,1.58,-1.49,1.06,-2.89,0.84
2411,15.8,16.06,-2.9,18.8,1.74,-2.04,1.02,-2.9,0.87
2417,18.35,19.48,-2.87,23.23,1.69,-1.86,1.06,-2.87,0.89
2422,17.95,18.79,-2.86,22.2,1.77,-2.14,1.05,-2.86,0.89
2427,13.59,15.26,-2.88,19.84,1.77,-2.13,1.12,-2.88,0.86
2433,15.01,15.92,-2.96,19.44,2.75,-6.55,1.06,-2.96,0.87
2438,14.07,15.81,-2.91,20.5,2.02,-3.07,1.12,-2.91,0.87
2444,16.62,17.9,-2.97,21.85,3.06,-8.36,1.08,-2.97,0.88
2449,15.91,17.8,-2.91,22.5,2.29,-4.24,1.12,-2.91,0.88
2454,12.59,14.19,-2.92,18.67,2.37,-4.61,1.13,-2.92,0.86
2460,11.23,12.95,-3.03,17.72,1.95,-2.8,1.15,-3.03,0.84
2465,11.75,13.52,-2.96,18.29,2.37,-4.64,1.15,-2.96,0.85
2470,15.08,18.05,-2.95,24.31,2.05,-3.18,1.2,-2.95,0.89
2476,11.28,13.29,-3.02,18.47,1.89,-2.58,1.18,-3.02,0.85
2481,12.39,13.79,-3.06,18.0,1.96,-2.84,1.11,-3.06,0.85
2487,12.4,13.17,-3.08,16.46,2.05,-3.19,1.06,-3.08,0.85
2492,12.72,13.94,-3.02,17.79,2.88,-7.32,1.1,-3.02,0.86
2497,11.0,12.48,-3.02,16.8,2.3,-4.31,1.13,-3.02,0.84
2503,13.26,15.29,-3.08,20.36,1.47,-1.17,1.15,-3.08,0.87
2508,9.19,10.29,-3.05,14.15,1.97,-2.88,1.12,-3.05,0.81
2514,7.04,8.05,3.13,11.95,0.9,0.18,1.14,3.13,0.77
2519,5.67,6.61,3.08,10.48,0.7,0.52,1.17,3.08,0.74
2524,8.7,10.27,-3.09,14.91,1.32,-0.73,1.18,-3.09,0.81
2530,5.92,7.31,3.13,12.0,0.94,0.13,1.23,3.13,0.75
2535,5.62,6.89,-3.09,11.37,1.25,-0.57,1.23,-3.09,0.74
2540,5.67,7.08,3.13,11.87,0.95,0.11,1.25,3.13,0.75
2546,6.06,6.75,3.12,10.1,0.84,0.3,1.11,3.12,0.75
2551,4.93,5.97,3.06,10.18,0.66,0.57,1.21,3.06,0.71
2557,4.33,5.02,2.93,8.64,0.32,0.9,1.16,2.93,0.67
2562,4.6,5.57,2.86,9.58,0.34,0.89,1.21,2.86,0.7
2567,4.07,5.22,2.89,9.83,0.44,0.81,1.28,2.89,0.68
2573,4.55,5.52,2.79,9.58,0.32,0.9,1.21,2.79,0.7
2578,4.79,5.93,2.9,10.23,0.39,0.85,1.24,2.9,0.72
2583,4.63,5.68,2.78,9.89,0.32,0.9,1.23,2.78,0.7
2589,3.68,4.19,2.72,7.48,0.24,0.94,1.14,2.72,0.64
2594,3.13,4.06,2.67,8.32,0.38,0.86,1.3,2.67,0.63
2600,2.65,2.7,2.67,5.29,0.2,0.96,1.02,2.67,0.52
2605,4.15,4.9,2.56,8.51,0.34,0.88,1.18,2.56,0.68
2610,3.62,3.87,2.53,6.61,0.32,0.9,1.07,2.53,0.62
2616,3.81,4.09,2.39,6.72,0.4,0.84,1.07,2.39,0.65
2621,3.04,3.21,2.26,5.58,0.46,0.79,1.06,2.26,0.61
2627,4.13,3.91,2.43,5.8,0.35,0.88,0.95,2.43,0.64
2632,4.0,3.97,2.32,6.03,0.41,0.83,0.99,2.32,0.65
2637,4.43,3.97,2.41,5.53,0.36,0.87,0.9,2.41,0.64
2643,4.52,3.89,2.46,5.21,0.33,0.89,0.86,2.46,0.64
2648,4.64,3.51,2.43,4.32,0.4,0.84,0.76,2.43,0.62
2653,5.7,5.16,2.38,6.53,0.35,0.88,0.91,2.38,0.72
2659,5.03,4.67,2.42,6.23,0.31,0.9,0.93,2.42,0.7
2664,5.09,4.07,2.4,4.97,0.37,0.87,0.8,2.4,0.66
2670,7.45,6.51,2.46,7.48,0.29,0.92,0.87,2.46,0.76
2675,5.87,4.5,2.52,5.12,0.33,0.89,0.77,2.52,0.68
2680,6.27,4.88,2.54,5.47,0.3,0.91,0.78,2.54,0.7
2686,8.39,6.46,2.5,6.59,0.32,0.9,0.77,2.5,0.75
2691,9.9,7.32,2.57,6.96,0.33,0.89,0.74,2.57,0.78
2697,6.46,4.77,2.49,5.1,0.34,0.89,0.74,2.49,0.69
2702,10.29,8.43,2.61,8.54,0.22,0.95,0.82,2.61,0.81
2707,6.62,4.91,2.57,5.22,0.31,0.9,0.74,2.57,0.7
2713,10.33,7.62,2.53,7.15,0.31,0.9,0.74,2.53,0.79
2718,8.9,6.83,2.47,6.74,0.29,0.91,0.77,2.47,0.78
2723,7.16,5.86,2.54,6.4,0.22,0.95,0.82,2.54,0.75
2729,9.11,7.84,2.48,8.2,0.21,0.96,0.86,2.48,0.82
2734,12.45,9.44,2.55,8.62,0.27,0.93,0.76,2.55,0.83
2740,8.42,6.51,2.6,6.62,0.25,0.94,0.77,2.6,0.76
2745,7.12,5.22,2.69,5.38,0.33,0.89,0.73,2.69,0.71
2750,8.18,6.38,2.68,6.58,0.26,0.93,0.78,2.68,0.75
2756,7.93,6.11,2.63,6.29,0.25,0.94,0.77,2.63,0.75
2761,10.36,7.76,2.74,7.28,0.34,0.88,0.75,2.74,0.8
2767,9.27,7.6,2.64,7.86,0.2,0.96,0.82,2.64,0.79
2772,9.04,6.96,2.62,6.88,0.25,0.94,0.77,2.62,0.78
2777,10.98,8.84,2.68,8.71,0.24,0.94,0.81,2.68,0.82
2783,9.87,7.82,2.77,7.68,0.33,0.89,0.79,2.77,0.81
2788,8.77,7.44,2.75,7.92,0.26,0.93,0.85,2.75,0.8
2793,8.33,6.88,2.73,7.27,0.27,0.93,0.83,2.73,0.78
2799,8.98,7.53,2.65,7.95,0.19,0.96,0.84,2.65,0.79
2804,6.11,5.76,2.58,7.15,0.06,1.0,0.94,2.58,0.76
2810,6.14,5.55,2.6,6.75,0.11,0.99,0.9,2.6,0.74
2815,7.7,6.46,2.56,6.99,0.16,0.98,0.84,2.56,0.77
2820,7.07,6.33,2.64,7.36,0.15,0.98,0.89,2.64,0.77
2826,7.69,7.11,2.6,8.29,0.1,0.99,0.92,2.6,0.79
2831,7.92,6.83,2.58,7.5,0.14,0.98,0.86,2.58,0.79
2836,6.58,5.59,2.53,6.33,0.14,0.98,0.85,2.53,0.75
2842,6.0,4.75,2.62,5.17,0.23,0.95,0.79,2.62,0.73
2847,5.91,5.04,2.55,5.88,0.14,0.98,0.85,2.55,0.73
2853,5.5,5.09,2.38,6.3,0.1,0.99,0.93,2.38,0.75
2858,6.36,5.66,2.47,6.64,0.09,0.99,0.89,2.47,0.76
2863,5.31,4.62,2.36,5.55,0.13,0.98,0.87,2.36,0.73
2869,5.61,4.84,2.47,5.72,0.12,0.99,0.86,2.47,0.73
2874,5.15,4.98,2.32,6.4,0.1,0.99,0.97,2.32,0.75
2880,4.93,4.22,2.34,5.13,0.14,0.98,0.86,2.34,0.71
2885,5.11,5.04,2.33,6.58,0.08,0.99,0.99,2.33,0.76
2890,6.09,4.81,2.4,5.13,0.18,0.97,0.79,2.4,0.74
2896,5.91,5.15,2.26,5.92,0.15,0.98,0.87,2.26,0.76
2901,4.48,3.94,2.08,4.71,0.23,0.95,0.88,2.08,0.74
2906,5.02,4.26,2.27,5.04,0.15,0.98,0.85,2.27,0.72
2912,4.52,3.86,2.21,4.69,0.17,0.97,0.85,2.21,0.7
2917,5.12,4.35,2.33,5.09,0.13,0.98,0.85,2.33,0.73
2923,5.14,3.48,2.37,3.47,0.27,0.92,0.68,2.37,0.68
2928,4.56,3.66,2.24,4.26,0.18,0.97,0.8,2.24,0.69
2933,5.12,3.95,2.13,4.26,0.23,0.95,0.77,2.13,0.72
2939,5.64,4.18,2.21,4.32,0.22,0.95,0.74,2.21,0.72
2944,5.22,3.82,2.12,3.95,0.25,0.94,0.73,2.12,0.71
2950,4.63,2.85,2.31,2.83,0.32,0.9,0.62,2.31,0.62
2955,4.83,3.31,2.28,3.44,0.25,0.94,0.69,2.28,0.66
2960,5.06,3.31,2.21,3.28,0.28,0.92,0.65,2.21,0.66
2966,6.11,3.98,2.34,3.68,0.29,0.92,0.65,2.34,0.7
2971,4.8,3.32,2.22,3.45,0.25,0.94,0.69,2.22,0.67
2976,4.67,3.17,2.43,3.28,0.28,0.92,0.68,2.43,0.66
2982,7.91,5.53,2.24,4.99,0.24,0.94,0.7,2.24,0.77
2987,6.15,4.02,2.17,3.66,0.28,0.92,0.65,2.17,0.72
2993,5.97,4.15,2.28,4.03,0.24,0.94,0.7,2.28,0.72
2998,6.27,3.93,2.22,3.47,0.29,0.91,0.63,2.22,0.71
3003,5.65,4.04,2.32,4.06,0.22,0.95,0.72,2.32,0.71
3009,6.67,4.18,2.28,3.64,0.3,0.91,0.63,2.28,0.72
3014,6.09,4.13,2.29,3.91,0.25,0.94,0.68,2.29,0.72
3020,5.96,4.14,2.28,4.0,0.23,0.95,0.7,2.28,0.72
3025,6.21,4.67,2.32,4.69,0.19,0.96,0.75,2.32,0.75
3030,7.65,5.26,2.33,4.72,0.25,0.94,0.69,2.33,0.77
3036,6.37,4.55,2.33,4.4,0.22,0.95,0.72,2.33,0.74
3041,7.08,5.14,2.32,4.87,0.21,0.95,0.73,2.32,0.77
3046,5.79,3.74,2.35,3.47,0.29,0.92,0.65,2.35,0.69
3052,5.93,3.86,2.32,3.55,0.28,0.92,0.65,2.32,0.71
3057,5.17,3.52,2.39,3.52,0.27,0.92,0.68,2.39,0.68
3063,7.53,5.29,2.38,4.82,0.26,0.93,0.7,2.38,0.77
3068,6.74,4.87,2.32,4.63,0.22,0.95,0.72,2.32,0.76
3073,8.05,6.71,2.34,6.81,0.15,0.98,0.83,2.34,0.82
3079,7.37,5.5,2.26,5.14,0.19,0.97,0.75,2.26,0.8
3084,6.05,4.24,2.4,4.07,0.27,0.93,0.7,2.4,0.73
3090,6.59,5.1,2.34,5.13,0.19,0.96,0.77,2.34,0.77
3095,5.52,4.42,2.37,4.76,0.2,0.96,0.8,2.37,0.74
3100,6.34,5.44,2.28,5.85,0.12,0.98,0.86,2.28,0.8
3106,7.49,5.98,2.3,5.93,0.17,0.97,0.8,2.3,0.8
3111,7.93,6.42,2.38,6.39,0.2,0.96,0.81,2.38,0.81
3116,6.33,5.21,2.35,5.49,0.18,0.97,0.82,2.35,0.78
3122,5.34,4.1,2.31,4.29,0.2,0.96,0.77,2.31,0.74
3127,5.39,4.74,2.28,5.38,0.13,0.98,0.88,2.28,0.77
3133,4.47,4.07,2.33,4.94,0.15,0.98,0.91,2.33,0.75
3138,8.04,6.41,2.33,6.23,0.2,0.96,0.8,2.33,0.82
3143,7.58,5.88,2.39,5.65,0.24,0.94,0.78,2.39,0.81
3149,6.07,5.36,2.26,5.94,0.13,0.98,0.88,2.26,0.8
3154,8.18,6.76,2.26,6.72,0.16,0.98,0.83,2.26,0.83
3159,5.39,4.36,2.26,4.66,0.17,0.97,0.81,2.26,0.76
3165,5.43,4.22,2.26,4.37,0.19,0.97,0.78,2.26,0.75
3170,5.99,5.12,2.3,5.55,0.17,0.97,0.85,2.3,0.79
3176,6.04,5.16,2.22,5.55,0.13,0.98,0.85,2.22,0.79
3181,7.24,5.95,2.3,6.0,0.19,0.96,0.82,2.3,0.81
3186,5.92,5.1,2.25,5.55,0.15,0.98,0.86,2.25,0.79
3192,6.17,5.47,2.28,6.02,0.16,0.97,0.89,2.28,0.81
3197,6.04,5.26,2.23,5.73,0.14,0.98,0.87,2.23,0.8
3203,6.24,5.63,2.22,6.22,0.13,0.98,0.9,2.22,0.81
3208,6.18,5.3,2.25,5.68,0.17,0.97,0.86,2.25,0.8
3213,6.53,5.41,2.29,5.57,0.2,0.96,0.83,2.29,0.8
3219,7.57,6.5,2.24,6.69,0.17,0.97,0.86,2.24,0.83
3224,6.45,5.46,2.24,5.73,0.18,0.97,0.85,2.24,0.81
3229,4.96,4.27,2.23,4.79,0.17,0.97,0.86,2.23,0.77
3235,4.93,4.59,2.14,5.36,0.1,0.99,0.93,2.14,0.8
3240,6.08,5.56,2.22,6.23,0.15,0.98,0.91,2.22,0.82
3246,6.3,5.52,2.18,5.92,0.15,0.98,0.88,2.18,0.82
3251,5.5,4.8,2.28,5.31,0.2,0.96,0.87,2.28,0.79
3256,6.87,5.95,2.25,6.23,0.19,0.96,0.87,2.25,0.83
3262,6.51,5.68,2.28,6.06,0.21,0.95,0.87,2.28,0.82
3267,5.28,4.86,2.23,5.63,0.17,0.97,0.92,2.23,0.79
3273,6.08,5.29,2.23,5.68,0.19,0.96,0.87,2.23,0.81
3278,5.61,5.37,2.19,6.29,0.16,0.98,0.96,2.19,0.82
3283,6.29,6.03,2.24,6.95,0.19,0.97,0.96,2.24,0.83
3289,6.43,6.56,2.16,7.89,0.14,0.98,1.02,2.16,0.85
3294,4.19,4.06,2.22,5.14,0.18,0.97,0.97,2.22,0.77
3299,6.23,6.08,2.22,7.12,0.18,0.97,0.98,2.22,0.83
3305,5.49,5.78,2.14,7.28,0.14,0.98,1.05,2.14,0.84
3310,5.77,5.97,2.16,7.39,0.16,0.98,1.04,2.16,0.84
3316,5.05,5.08,2.21,6.31,0.19,0.96,1.01,2.21,0.81
3321,5.35,5.69,2.17,7.3,0.17,0.97,1.06,2.17,0.83
3326,3.62,3.34,2.09,4.14,0.14,0.98,0.92,2.09,0.74
3332,5.02,5.49,2.16,7.26,0.18,0.97,1.09,2.16,0.83
3337,4.51,4.85,2.08,6.41,0.13,0.98,1.08,2.08,0.81
3343,4.49,4.45,2.16,5.54,0.18,0.97,0.99,2.16,0.8
3348,3.84,3.89,2.02,5.05,0.1,0.99,1.01,2.02,0.78
3353,5.22,5.8,2.1,7.7,0.16,0.97,1.11,2.1,0.84
3359,4.38,4.32,2.1,5.32,0.15,0.98,0.99,2.1,0.8
3364,4.27,4.69,2.08,6.36,0.15,0.98,1.1,2.08,0.81
3369,3.13,3.51,2.0,5.15,0.12,0.99,1.12,2.0,0.76
3375,3.53,3.81,2.02,5.27,0.13,0.98,1.08,2.02,0.78
3380,3.52,4.4,2.08,6.91,0.2,0.96,1.25,2.08,0.8
3386,3.28,3.84,2.02,5.77,0.15,0.98,1.17,2.02,0.78
3391,3.42,3.84,1.96,5.54,0.12,0.99,1.12,1.96,0.78
3396,2.73,2.92,2.01,4.35,0.14,0.98,1.07,2.01,0.72
3402,2.95,2.93,1.98,3.95,0.12,0.99,0.99,1.98,0.74
3407,1.91,2.92,1.83,6.21,0.22,0.95,1.53,1.83,0.72
3413,2.39,3.5,1.6,6.5,0.2,0.96,1.46,1.6,0.79
3418,3.68,4.37,1.46,6.05,0.16,0.97,1.19,1.46,0.86
3423,3.86,4.26,1.49,5.53,0.13,0.98,1.1,1.49,0.85
3429,3.92,4.09,1.53,5.07,0.1,0.99,1.04,1.53,0.84
3434,3.83,3.56,1.54,4.04,0.09,0.99,0.93,1.54,0.82
3439,4.39,3.8,1.72,4.04,0.07,0.99,0.87,1.72,0.81
3445,4.36,3.75,1.7,3.98,0.08,0.99,0.86,1.7,0.81
3450,4.25,3.69,1.84,4.03,0.1,0.99,0.87,1.84,0.8
3456,3.57,3.02,1.81,3.36,0.11,0.99,0.85,1.81,0.76
3461,3.87,3.42,1.88,3.89,0.12,0.99,0.88,1.88,0.78
3466,3.78,3.66,1.99,4.57,0.17,0.97,0.97,1.99,0.78
3472,3.41,3.43,1.94,4.46,0.14,0.98,1.0,1.94,0.77
3477,4.54,4.7,1.9,5.82,0.12,0.98,1.03,1.9,0.83
3482,3.82,4.22,1.8,5.62,0.09,0.99,1.1,1.8,0.83
3488,4.02,4.44,1.85,5.93,0.12,0.99,1.11,1.85,0.83
3493,3.72,4.21,1.87,5.82,0.13,0.98,1.13,1.87,0.82
3499,3.25,3.74,1.83,5.34,0.12,0.98,1.15,1.83,0.8
3504,3.16,3.68,1.83,5.38,0.13,0.98,1.17,1.83,0.8
3509,3.18,4.04,1.74,6.22,0.14,0.98,1.27,1.74,0.83
3515,3.25,4.39,1.72,7.11,0.16,0.97,1.35,1.72,0.83
3520,3.88,4.96,1.69,7.38,0.13,0.98,1.28,1.69,0.86
3526,4.51,5.78,1.65,8.45,0.13,0.98,1.28,1.65,0.88
3531,3.65,4.85,1.49,7.34,0.15,0.98,1.33,1.49,0.88
3536,3.8,4.97,1.58,7.51,0.13,0.98,1.31,1.58,0.87
3542,3.09,3.8,1.54,5.59,0.1,0.99,1.23,1.54,0.84
3547,4.42,5.39,1.6,7.48,0.1,0.99,1.22,1.6,0.88
3552,4.21,5.34,1.6,7.74,0.12,0.99,1.27,1.6,0.88
3558,3.09,3.84,1.6,5.7,0.11,0.99,1.24,1.6,0.84
3563,4.16,5.08,1.53,7.03,0.1,0.99,1.22,1.53,0.88
3569,2.64,3.45,1.59,5.48,0.14,0.98,1.31,1.59,0.82
3574,3.72,4.75,1.55,6.97,0.12,0.99,1.27,1.55,0.87
3579,3.19,4.05,1.6,6.05,0.12,0.98,1.27,1.6,0.85
3585,3.5,4.83,1.51,7.62,0.16,0.97,1.38,1.51,0.88
3590,2.61,3.65,1.5,6.07,0.17,0.97,1.4,1.5,0.84
3596,3.71,4.81,1.48,7.08,0.13,0.98,1.29,1.48,0.88
3601,2.36,3.3,1.39,5.52,0.17,0.97,1.4,1.39,0.84
3606,3.47,4.98,1.39,8.05,0.19,0.97,1.43,1.39,0.89
3612,2.71,3.81,1.4,6.28,0.17,0.97,1.41,1.4,0.85
3617,3.41,5.07,1.36,8.44,0.21,0.96,1.48,1.36,0.89
3622,3.79,5.42,1.38,8.64,0.18,0.97,1.43,1.38,0.9
3628,3.11,4.29,1.32,6.72,0.18,0.97,1.38,1.32,0.88
3633,3.38,4.72,1.27,7.38,0.19,0.96,1.4,1.27,0.89
3639,4.13,5.83,1.23,9.01,0.21,0.96,1.41,1.23,0.92
3644,2.97,4.33,1.19,7.08,0.23,0.95,1.46,1.19,0.89
3649,3.19,4.33,1.15,6.55,0.21,0.96,1.35,1.15,0.9
3655,3.64,4.96,1.08,7.39,0.24,0.94,1.36,1.08,0.91
3660,2.64,3.42,1.07,5.02,0.22,0.95,1.29,1.07,0.88
3666,3.13,4.31,1.01,6.52,0.27,0.93,1.38,1.01,0.91
3671,3.76,5.01,1.0,7.23,0.26,0.93,1.33,1.0,0.92
3676,3.68,4.87,0.96,6.95,0.27,0.93,1.32,0.96,0.93
3682,2.54,3.13,0.92,4.35,0.27,0.93,1.24,0.92,0.89
3687,3.35,3.99,0.94,5.21,0.25,0.94,1.19,0.94,0.91
