f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
16865,0.03,0.01,0.63,0.03,0.92,0.16,0.24,0.63,0.05
16871,0.03,0.0,0.31,0.03,0.97,0.06,0.13,0.31,0.02
16876,0.03,0.0,-0.05,0.03,1.01,-0.01,0.18,-0.05,0.03
16882,0.02,0.01,0.12,0.03,0.98,0.04,0.27,0.12,0.07
16887,0.02,0.01,0.14,0.03,0.97,0.05,0.36,0.14,0.12
16892,0.02,0.01,0.47,0.03,0.91,0.17,0.4,0.47,0.13
16898,0.02,0.01,0.43,0.03,0.92,0.16,0.38,0.43,0.13
16903,0.02,0.01,-0.04,0.02,1.01,-0.02,0.45,-0.04,0.19
16908,0.02,0.01,-0.13,0.03,1.03,-0.06,0.42,-0.13,0.15
16914,0.02,0.01,0.27,0.03,0.94,0.11,0.39,0.27,0.14
16919,0.02,0.01,0.13,0.02,0.97,0.06,0.5,0.13,0.23
16925,0.02,0.01,-0.03,0.02,1.01,-0.01,0.34,-0.03,0.16
16930,0.02,0.01,0.22,0.02,0.95,0.1,0.43,0.22,0.18
16935,0.02,0.01,0.38,0.02,0.91,0.17,0.51,0.38,0.28
16941,0.02,0.01,0.11,0.02,0.98,0.05,0.32,0.11,0.12
16946,0.03,0.01,0.2,0.02,0.96,0.08,0.32,0.2,0.15
16952,0.02,0.01,0.18,0.02,0.96,0.08,0.43,0.18,0.17
16957,0.02,0.01,0.08,0.02,0.98,0.04,0.42,0.08,0.16
16962,0.02,0.01,0.07,0.02,0.98,0.04,0.49,0.07,0.25
16968,0.02,0.01,-0.25,0.02,1.06,-0.13,0.43,-0.25,0.27
16973,0.02,0.01,-0.04,0.02,1.01,-0.02,0.38,-0.04,0.19
16978,0.02,0.01,0.24,0.02,0.94,0.12,0.44,0.24,0.23
16984,0.02,0.01,-0.2,0.02,1.05,-0.11,0.44,-0.2,0.25
16989,0.02,0.01,0.28,0.01,0.93,0.14,0.43,0.28,0.3
16995,0.02,0.01,-0.07,0.02,1.02,-0.04,0.42,-0.07,0.25
17000,0.02,0.01,0.14,0.01,0.96,0.08,0.5,0.14,0.4
17005,0.02,0.01,0.09,0.02,0.97,0.05,0.49,0.09,0.32
17011,0.02,0.01,0.21,0.02,0.94,0.12,0.51,0.21,0.36
17016,0.02,0.01,0.16,0.02,0.95,0.09,0.51,0.16,0.39
17021,0.02,0.01,0.1,0.01,0.97,0.06,0.52,0.1,0.45
17027,0.02,0.01,0.07,0.02,0.98,0.04,0.55,0.07,0.43
17032,0.03,0.01,0.32,0.02,0.91,0.18,0.5,0.32,0.42
17038,0.03,0.02,0.22,0.02,0.93,0.14,0.6,0.22,0.52
17043,0.02,0.01,0.17,0.02,0.95,0.1,0.59,0.17,0.49
17048,0.02,0.01,0.19,0.01,0.94,0.11,0.52,0.19,0.44
17054,0.03,0.02,0.41,0.02,0.88,0.23,0.51,0.41,0.49
17059,0.03,0.01,0.31,0.02,0.91,0.18,0.47,0.31,0.37
17065,0.03,0.01,0.14,0.01,0.96,0.09,0.45,0.14,0.4
17070,0.03,0.01,0.26,0.01,0.92,0.15,0.43,0.26,0.34
17075,0.02,0.01,0.07,0.01,0.98,0.04,0.45,0.07,0.4
17081,0.02,0.01,0.12,0.01,0.96,0.08,0.47,0.12,0.38
17086,0.02,0.01,-0.01,0.01,1.0,-0.0,0.45,-0.01,0.33
17091,0.03,0.01,0.19,0.01,0.94,0.11,0.38,0.19,0.26
17097,0.03,0.01,0.23,0.01,0.94,0.12,0.31,0.23,0.18
17102,0.03,0.01,0.13,0.01,0.96,0.07,0.34,0.13,0.22
17108,0.02,0.01,0.04,0.02,0.99,0.03,0.39,0.04,0.25
17113,0.03,0.01,0.1,0.01,0.97,0.06,0.39,0.1,0.3
17118,0.03,0.01,0.15,0.02,0.96,0.08,0.33,0.15,0.17
17124,0.02,0.01,0.09,0.02,0.97,0.06,0.42,0.09,0.24
17129,0.02,0.01,0.08,0.02,0.97,0.06,0.58,0.08,0.45
17135,0.02,0.01,0.07,0.02,0.97,0.05,0.53,0.07,0.37
17140,0.02,0.01,0.15,0.02,0.94,0.11,0.56,0.15,0.35
17145,0.02,0.01,0.24,0.01,0.92,0.16,0.45,0.24,0.37
17151,0.02,0.01,0.07,0.02,0.97,0.05,0.51,0.07,0.36
17156,0.02,0.01,0.17,0.02,0.94,0.12,0.5,0.17,0.32
17161,0.02,0.01,0.14,0.01,0.95,0.1,0.46,0.14,0.35
17167,0.02,0.01,0.05,0.01,0.98,0.04,0.51,0.05,0.44
17172,0.02,0.01,0.11,0.01,0.96,0.08,0.53,0.11,0.43
17178,0.02,0.01,0.11,0.01,0.96,0.08,0.52,0.11,0.42
17183,0.02,0.01,0.01,0.01,0.99,0.01,0.53,0.01,0.46
17188,0.02,0.01,0.15,0.01,0.94,0.12,0.55,0.15,0.47
17194,0.02,0.01,0.11,0.01,0.96,0.08,0.51,0.11,0.48
17199,0.02,0.01,0.04,0.01,0.98,0.03,0.54,0.04,0.48
17205,0.02,0.01,0.13,0.01,0.95,0.1,0.52,0.13,0.5
17210,0.02,0.01,0.11,0.01,0.95,0.09,0.54,0.11,0.51
17215,0.02,0.01,0.1,0.01,0.96,0.09,0.55,0.1,0.45
17221,0.03,0.01,0.23,0.01,0.91,0.18,0.51,0.23,0.48
17226,0.02,0.01,0.08,0.01,0.97,0.07,0.47,0.08,0.47
17231,0.03,0.01,0.16,0.01,0.93,0.13,0.51,0.16,0.51
17237,0.02,0.01,0.1,0.01,0.96,0.09,0.52,0.1,0.45
17242,0.02,0.01,0.14,0.01,0.94,0.12,0.51,0.14,0.44
17248,0.03,0.01,0.21,0.01,0.91,0.17,0.47,0.21,0.45
17253,0.02,0.01,0.11,0.01,0.95,0.09,0.45,0.11,0.35
17258,0.03,0.01,0.08,0.01,0.97,0.07,0.44,0.08,0.45
17264,0.02,0.01,0.02,0.01,0.99,0.02,0.49,0.02,0.44
17269,0.02,0.01,0.14,0.01,0.94,0.12,0.49,0.14,0.45
17275,0.02,0.01,0.05,0.01,0.98,0.04,0.49,0.05,0.49
17280,0.02,0.01,0.02,0.01,0.99,0.02,0.47,0.02,0.48
17285,0.02,0.01,0.19,0.01,0.91,0.17,0.51,0.19,0.49
17291,0.02,0.01,0.16,0.01,0.92,0.15,0.53,0.16,0.47
17296,0.02,0.01,0.1,0.01,0.95,0.09,0.53,0.1,0.49
17301,0.02,0.01,0.1,0.01,0.95,0.1,0.52,0.1,0.45
17307,0.02,0.01,0.09,0.01,0.96,0.08,0.52,0.09,0.47
17312,0.02,0.01,0.11,0.01,0.95,0.1,0.56,0.11,0.57
17318,0.02,0.01,0.06,0.01,0.97,0.06,0.52,0.06,0.5
17323,0.02,0.01,-0.02,0.01,1.01,-0.02,0.53,-0.02,0.52
17328,0.02,0.01,0.06,0.01,0.97,0.06,0.53,0.06,0.54
17334,0.02,0.01,0.0,0.01,1.0,0.0,0.55,0.0,0.56
17339,0.02,0.01,0.01,0.01,1.0,0.01,0.56,0.01,0.55
17344,0.02,0.01,0.02,0.01,0.99,0.02,0.55,0.02,0.56
17350,0.02,0.01,0.01,0.01,0.99,0.02,0.55,0.01,0.55
17355,0.02,0.01,0.03,0.01,0.99,0.03,0.54,0.03,0.56
17361,0.02,0.01,-0.03,0.01,1.02,-0.04,0.54,-0.03,0.56
17366,0.02,0.01,-0.04,0.01,1.02,-0.04,0.52,-0.04,0.55
17371,0.03,0.01,0.03,0.01,0.98,0.03,0.51,0.03,0.55
17377,0.03,0.01,-0.01,0.01,1.0,-0.01,0.5,-0.01,0.53
17382,0.02,0.01,0.01,0.01,0.99,0.01,0.55,0.01,0.57
17388,0.02,0.01,0.03,0.01,0.98,0.04,0.51,0.03,0.52
17393,0.02,0.01,-0.02,0.01,1.01,-0.02,0.52,-0.02,0.51
17398,0.02,0.01,0.02,0.01,0.99,0.02,0.51,0.02,0.52
17404,0.02,0.01,0.04,0.01,0.98,0.05,0.52,0.04,0.5
17409,0.02,0.01,-0.01,0.01,1.01,-0.01,0.52,-0.01,0.52
17414,0.02,0.01,-0.02,0.01,1.01,-0.02,0.53,-0.02,0.56
17420,0.02,0.01,-0.02,0.01,1.01,-0.02,0.5,-0.02,0.51
17425,0.02,0.01,-0.03,0.01,1.02,-0.03,0.48,-0.03,0.48
17431,0.02,0.01,0.05,0.01,0.97,0.06,0.53,0.05,0.53
17436,0.02,0.01,-0.03,0.01,1.02,-0.04,0.5,-0.03,0.46
17441,0.02,0.01,0.05,0.01,0.97,0.05,0.53,0.05,0.5
17447,0.02,0.01,0.01,0.01,0.99,0.02,0.47,0.01,0.46
17452,0.02,0.01,0.01,0.01,0.99,0.01,0.49,0.01,0.46
17458,0.02,0.01,-0.0,0.01,1.0,-0.0,0.49,-0.0,0.49
17463,0.02,0.01,-0.0,0.01,1.0,-0.0,0.51,-0.0,0.51
17468,0.02,0.01,0.04,0.01,0.97,0.05,0.52,0.04,0.53
17474,0.02,0.01,0.05,0.01,0.97,0.06,0.53,0.05,0.52
17479,0.02,0.01,0.0,0.01,1.0,0.0,0.51,0.0,0.54
17484,0.02,0.01,0.03,0.01,0.98,0.04,0.51,0.03,0.51
17490,0.02,0.01,0.04,0.01,0.98,0.04,0.53,0.04,0.53
17495,0.02,0.01,0.03,0.01,0.98,0.04,0.53,0.03,0.53
17501,0.02,0.01,0.06,0.01,0.96,0.08,0.52,0.06,0.52
17506,0.02,0.01,0.0,0.01,1.0,0.0,0.51,0.0,0.52
17511,0.02,0.01,0.01,0.01,0.99,0.01,0.51,0.01,0.53
17517,0.02,0.01,0.03,0.01,0.98,0.04,0.55,0.03,0.54
17522,0.02,0.01,0.01,0.01,0.99,0.02,0.53,0.01,0.54
17528,0.02,0.01,-0.01,0.01,1.01,-0.02,0.52,-0.01,0.54
17533,0.02,0.01,0.03,0.01,0.98,0.04,0.54,0.03,0.54
17538,0.02,0.01,0.02,0.01,0.99,0.03,0.54,0.02,0.55
17544,0.02,0.01,0.05,0.01,0.97,0.07,0.51,0.05,0.55
17549,0.02,0.01,0.0,0.01,1.0,0.0,0.53,0.0,0.54
17554,0.02,0.01,-0.01,0.01,1.0,-0.01,0.52,-0.01,0.54
17560,0.02,0.01,-0.01,0.01,1.0,-0.01,0.51,-0.01,0.52
17565,0.02,0.01,0.01,0.01,1.0,0.01,0.51,0.01,0.52
17571,0.02,0.01,-0.03,0.01,1.02,-0.04,0.5,-0.03,0.48
17576,0.02,0.01,0.03,0.01,0.98,0.04,0.51,0.03,0.49
17581,0.02,0.01,-0.05,0.01,1.04,-0.08,0.53,-0.05,0.54
17587,0.02,0.01,-0.04,0.01,1.03,-0.05,0.5,-0.04,0.47
17592,0.02,0.01,-0.03,0.01,1.02,-0.04,0.5,-0.03,0.49
17598,0.02,0.01,-0.06,0.01,1.04,-0.08,0.52,-0.06,0.51
17603,0.02,0.01,-0.05,0.01,1.04,-0.08,0.52,-0.05,0.49
17608,0.02,0.01,-0.14,0.01,1.1,-0.21,0.45,-0.14,0.4
17614,0.02,0.01,-0.02,0.01,1.02,-0.03,0.55,-0.02,0.52
17619,0.02,0.01,-0.0,0.01,1.0,-0.0,0.56,-0.0,0.52
17624,0.02,0.01,-0.06,0.01,1.05,-0.09,0.48,-0.06,0.43
17630,0.03,0.01,-0.09,0.01,1.07,-0.14,0.49,-0.09,0.52
17635,0.02,0.01,-0.09,0.01,1.07,-0.14,0.51,-0.09,0.45
17641,0.02,0.01,-0.09,0.01,1.07,-0.14,0.49,-0.09,0.42
17646,0.02,0.01,0.01,0.01,1.0,0.01,0.47,0.01,0.46
17651,0.02,0.01,-0.08,0.01,1.06,-0.13,0.51,-0.08,0.51
17657,0.02,0.01,-0.1,0.01,1.08,-0.17,0.53,-0.1,0.45
17662,0.03,0.01,-0.08,0.01,1.06,-0.12,0.44,-0.08,0.42
17667,0.02,0.01,-0.06,0.01,1.05,-0.1,0.54,-0.06,0.5
17673,0.02,0.01,-0.04,0.01,1.03,-0.07,0.53,-0.04,0.54
17678,0.02,0.01,-0.11,0.01,1.09,-0.18,0.49,-0.11,0.47
17684,0.02,0.01,-0.05,0.01,1.03,-0.07,0.44,-0.05,0.36
17689,0.03,0.01,-0.25,0.01,1.2,-0.44,0.45,-0.25,0.41
17694,0.02,0.01,-0.01,0.01,1.01,-0.02,0.5,-0.01,0.45
17700,0.02,0.01,-0.03,0.01,1.02,-0.05,0.52,-0.03,0.5
17705,0.02,0.01,-0.1,0.01,1.08,-0.17,0.5,-0.1,0.53
17711,0.02,0.01,-0.04,0.01,1.03,-0.06,0.48,-0.04,0.45
17716,0.02,0.01,-0.02,0.01,1.02,-0.04,0.47,-0.02,0.49
17721,0.02,0.01,-0.03,0.01,1.03,-0.05,0.5,-0.03,0.5
17727,0.02,0.01,-0.04,0.01,1.03,-0.06,0.5,-0.04,0.48
17732,0.02,0.01,0.0,0.01,1.0,0.0,0.52,0.0,0.53
17737,0.02,0.01,-0.05,0.01,1.05,-0.1,0.53,-0.05,0.53
17743,0.02,0.01,0.01,0.01,0.99,0.01,0.49,0.01,0.49
17748,0.02,0.01,-0.01,0.01,1.01,-0.01,0.54,-0.01,0.54
17754,0.02,0.01,-0.05,0.01,1.05,-0.09,0.53,-0.05,0.54
17759,0.02,0.01,0.0,0.01,1.0,0.01,0.55,0.0,0.5
17764,0.02,0.01,-0.03,0.01,1.03,-0.06,0.55,-0.03,0.47
17770,0.02,0.01,-0.01,0.02,1.01,-0.02,0.6,-0.01,0.5
17775,0.02,0.01,-0.07,0.01,1.06,-0.13,0.55,-0.07,0.51
17781,0.02,0.01,-0.15,0.01,1.14,-0.31,0.52,-0.15,0.45
17786,0.02,0.01,-0.11,0.01,1.1,-0.22,0.51,-0.11,0.43
17791,0.02,0.01,-0.01,0.01,1.01,-0.02,0.5,-0.01,0.42
17797,0.02,0.01,-0.01,0.01,1.01,-0.02,0.51,-0.01,0.39
17802,0.02,0.01,-0.16,0.01,1.15,-0.33,0.52,-0.16,0.44
17807,0.02,0.01,-0.13,0.01,1.11,-0.23,0.45,-0.13,0.32
17813,0.02,0.01,-0.17,0.01,1.16,-0.35,0.51,-0.17,0.4
17818,0.02,0.01,-0.19,0.02,1.2,-0.43,0.56,-0.19,0.46
17824,0.02,0.01,-0.11,0.02,1.1,-0.22,0.5,-0.11,0.36
17829,0.02,0.01,-0.16,0.01,1.16,-0.35,0.53,-0.16,0.43
17834,0.02,0.01,-0.2,0.01,1.18,-0.39,0.45,-0.2,0.37
17840,0.02,0.01,-0.11,0.01,1.11,-0.23,0.52,-0.11,0.43
17845,0.02,0.01,-0.18,0.01,1.16,-0.36,0.46,-0.18,0.4
17851,0.02,0.01,-0.22,0.01,1.22,-0.49,0.47,-0.22,0.4
17856,0.02,0.01,0.04,0.01,0.96,0.09,0.58,0.04,0.45
17861,0.02,0.01,-0.04,0.01,1.04,-0.08,0.49,-0.04,0.46
17867,0.02,0.01,-0.18,0.01,1.18,-0.39,0.49,-0.18,0.5
17872,0.02,0.01,0.01,0.01,0.99,0.01,0.49,0.01,0.43
17877,0.02,0.01,-0.09,0.01,1.08,-0.16,0.45,-0.09,0.37
17883,0.02,0.01,-0.05,0.01,1.05,-0.1,0.53,-0.05,0.46
17888,0.02,0.01,-0.08,0.01,1.08,-0.16,0.48,-0.08,0.47
17894,0.02,0.01,-0.12,0.01,1.13,-0.28,0.51,-0.12,0.48
17899,0.02,0.01,-0.05,0.01,1.06,-0.11,0.55,-0.05,0.51
17904,0.02,0.01,-0.06,0.01,1.07,-0.14,0.55,-0.06,0.55
17910,0.02,0.01,-0.19,0.01,1.22,-0.49,0.54,-0.19,0.48
17915,0.02,0.01,-0.11,0.01,1.11,-0.24,0.49,-0.11,0.46
17921,0.02,0.01,-0.12,0.01,1.13,-0.27,0.53,-0.12,0.49
17926,0.02,0.01,-0.2,0.01,1.22,-0.49,0.5,-0.2,0.44
17931,0.02,0.01,-0.02,0.01,1.02,-0.04,0.54,-0.02,0.53
17937,0.02,0.01,-0.1,0.01,1.11,-0.24,0.56,-0.1,0.46
17942,0.02,0.01,-0.14,0.01,1.16,-0.34,0.54,-0.14,0.5
17947,0.02,0.01,-0.11,0.01,1.13,-0.28,0.54,-0.11,0.55
17953,0.02,0.01,-0.14,0.01,1.16,-0.34,0.54,-0.14,0.51
17958,0.02,0.01,-0.08,0.01,1.09,-0.18,0.49,-0.08,0.45
17964,0.02,0.01,-0.04,0.01,1.04,-0.08,0.45,-0.04,0.4
17969,0.02,0.01,0.02,0.01,0.98,0.03,0.47,0.02,0.42
17974,0.02,0.01,-0.09,0.01,1.1,-0.21,0.49,-0.09,0.46
17980,0.02,0.01,-0.14,0.01,1.16,-0.35,0.53,-0.14,0.52
17985,0.03,0.01,-0.18,0.01,1.21,-0.47,0.5,-0.18,0.48
17990,0.02,0.01,-0.12,0.01,1.15,-0.31,0.55,-0.12,0.57
17996,0.02,0.01,-0.03,0.01,1.04,-0.08,0.56,-0.03,0.58
18001,0.02,0.01,-0.1,0.01,1.11,-0.24,0.53,-0.1,0.52
18007,0.02,0.01,-0.08,0.01,1.1,-0.2,0.56,-0.08,0.55
18012,0.02,0.01,-0.04,0.01,1.05,-0.11,0.54,-0.04,0.56
18017,0.02,0.01,-0.04,0.01,1.05,-0.1,0.57,-0.04,0.58
18023,0.02,0.01,-0.12,0.01,1.15,-0.32,0.55,-0.12,0.56
18028,0.02,0.01,-0.08,0.01,1.09,-0.2,0.54,-0.08,0.55
18034,0.02,0.01,0.0,0.01,1.0,0.0,0.52,0.0,0.51
18039,0.02,0.01,0.02,0.01,0.98,0.04,0.56,0.02,0.56
18044,0.02,0.01,-0.02,0.01,1.02,-0.05,0.53,-0.02,0.55
18050,0.02,0.01,-0.0,0.01,1.0,-0.01,0.56,-0.0,0.57
18055,0.02,0.01,-0.04,0.01,1.05,-0.11,0.55,-0.04,0.56
18060,0.02,0.01,-0.0,0.01,1.01,-0.01,0.55,-0.0,0.55
18066,0.02,0.01,-0.04,0.01,1.05,-0.1,0.55,-0.04,0.55
18071,0.02,0.01,0.01,0.01,0.99,0.01,0.55,0.01,0.55
18077,0.02,0.01,-0.05,0.01,1.07,-0.14,0.55,-0.05,0.55
18082,0.02,0.01,-0.02,0.01,1.02,-0.04,0.57,-0.02,0.55
18087,0.02,0.01,-0.05,0.01,1.06,-0.13,0.57,-0.05,0.58
18093,0.02,0.01,-0.07,0.01,1.09,-0.19,0.54,-0.07,0.53
18098,0.02,0.01,-0.04,0.01,1.04,-0.09,0.52,-0.04,0.5
18104,0.02,0.01,-0.05,0.01,1.06,-0.12,0.53,-0.05,0.54
18109,0.02,0.01,-0.07,0.01,1.09,-0.19,0.53,-0.07,0.53
18114,0.02,0.01,-0.03,0.01,1.04,-0.08,0.54,-0.03,0.55
18120,0.02,0.01,0.0,0.01,1.0,0.01,0.55,0.0,0.54
18125,0.02,0.01,-0.02,0.01,1.03,-0.05,0.55,-0.02,0.53
18130,0.02,0.01,-0.02,0.01,1.03,-0.07,0.54,-0.02,0.53
18136,0.02,0.01,-0.01,0.01,1.01,-0.03,0.55,-0.01,0.55
18141,0.02,0.01,-0.04,0.01,1.06,-0.13,0.56,-0.04,0.57
18147,0.02,0.01,-0.0,0.01,1.01,-0.01,0.55,-0.0,0.55
18152,0.02,0.01,0.02,0.01,0.98,0.04,0.55,0.02,0.56
18157,0.02,0.01,-0.01,0.01,1.02,-0.04,0.56,-0.01,0.58
18163,0.02,0.01,-0.02,0.01,1.03,-0.07,0.55,-0.02,0.55
18168,0.02,0.01,-0.02,0.01,1.03,-0.05,0.58,-0.02,0.57
18174,0.02,0.01,0.01,0.01,0.99,0.02,0.58,0.01,0.59
18179,0.02,0.01,-0.03,0.01,1.05,-0.1,0.56,-0.03,0.6
18184,0.02,0.01,-0.01,0.01,1.02,-0.04,0.56,-0.01,0.54
18190,0.02,0.01,0.03,0.01,0.96,0.08,0.57,0.03,0.56
18195,0.02,0.01,-0.02,0.01,1.03,-0.06,0.6,-0.02,0.6
18200,0.02,0.01,-0.04,0.01,1.05,-0.11,0.56,-0.04,0.53
18206,0.02,0.01,-0.04,0.01,1.06,-0.11,0.6,-0.04,0.58
18211,0.02,0.01,-0.05,0.01,1.07,-0.15,0.57,-0.05,0.59
18217,0.02,0.01,-0.01,0.01,1.01,-0.02,0.55,-0.01,0.55
18222,0.02,0.01,0.04,0.01,0.93,0.13,0.59,0.04,0.61
18227,0.02,0.01,0.02,0.01,0.97,0.06,0.58,0.02,0.58
18233,0.02,0.01,0.01,0.01,0.99,0.03,0.57,0.01,0.56
18238,0.02,0.01,0.02,0.01,0.97,0.05,0.54,0.02,0.53
18244,0.02,0.01,-0.03,0.01,1.05,-0.1,0.55,-0.03,0.55
18249,0.02,0.01,-0.02,0.01,1.03,-0.06,0.57,-0.02,0.53
18254,0.02,0.01,0.02,0.01,0.97,0.05,0.56,0.02,0.56
18260,0.02,0.01,0.01,0.01,0.98,0.04,0.57,0.01,0.55
18265,0.02,0.01,0.0,0.01,0.99,0.01,0.58,0.0,0.54
18270,0.02,0.01,-0.06,0.01,1.08,-0.17,0.53,-0.06,0.47
18276,0.02,0.01,-0.09,0.01,1.13,-0.28,0.52,-0.09,0.5
18281,0.02,0.01,-0.03,0.01,1.04,-0.08,0.54,-0.03,0.52
18287,0.02,0.01,-0.03,0.01,1.04,-0.09,0.55,-0.03,0.57
18292,0.02,0.01,-0.06,0.01,1.1,-0.2,0.59,-0.06,0.6
18297,0.02,0.01,-0.02,0.01,1.02,-0.05,0.58,-0.02,0.56
18303,0.02,0.01,-0.0,0.01,1.0,-0.01,0.6,-0.0,0.56
18308,0.02,0.01,0.01,0.01,0.98,0.03,0.55,0.01,0.55
18313,0.02,0.01,-0.04,0.01,1.06,-0.13,0.58,-0.04,0.58
18319,0.02,0.01,0.02,0.01,0.97,0.05,0.58,0.02,0.56
18324,0.02,0.01,0.01,0.01,0.99,0.03,0.53,0.01,0.53
18330,0.02,0.01,0.01,0.01,0.99,0.02,0.53,0.01,0.54
18335,0.02,0.01,0.02,0.01,0.98,0.05,0.55,0.02,0.54
18340,0.02,0.01,-0.04,0.01,1.07,-0.15,0.58,-0.04,0.58
18346,0.02,0.01,-0.01,0.01,1.02,-0.05,0.58,-0.01,0.56
18351,0.02,0.01,0.0,0.01,1.0,0.01,0.53,0.0,0.53
18357,0.02,0.01,-0.07,0.01,1.11,-0.22,0.55,-0.07,0.55
18362,0.02,0.01,0.01,0.01,0.98,0.03,0.57,0.01,0.55
18367,0.02,0.01,0.02,0.01,0.97,0.06,0.57,0.02,0.56
18373,0.02,0.01,0.01,0.01,0.99,0.02,0.57,0.01,0.57
18378,0.02,0.01,0.0,0.01,1.0,0.0,0.57,0.0,0.57
18383,0.02,0.01,-0.03,0.01,1.04,-0.08,0.54,-0.03,0.54
18389,0.02,0.01,0.01,0.01,0.99,0.02,0.54,0.01,0.54
18394,0.02,0.01,-0.01,0.01,1.02,-0.04,0.54,-0.01,0.56
18400,0.02,0.01,-0.01,0.01,1.02,-0.04,0.58,-0.01,0.59
18405,0.02,0.01,0.02,0.01,0.97,0.06,0.57,0.02,0.56
18410,0.02,0.01,-0.11,0.01,1.18,-0.39,0.53,-0.11,0.54
18416,0.02,0.01,-0.05,0.01,1.07,-0.15,0.55,-0.05,0.55
18421,0.02,0.01,-0.04,0.01,1.06,-0.12,0.54,-0.04,0.53
18427,0.02,0.01,-0.03,0.01,1.05,-0.09,0.56,-0.03,0.59
18432,0.02,0.01,-0.0,0.01,1.01,-0.01,0.54,-0.0,0.53
18437,0.02,0.01,-0.03,0.01,1.06,-0.12,0.57,-0.03,0.57
18443,0.02,0.01,-0.03,0.01,1.05,-0.1,0.55,-0.03,0.56
18448,0.02,0.01,-0.02,0.01,1.03,-0.07,0.55,-0.02,0.55
18453,0.02,0.01,0.03,0.01,0.96,0.07,0.54,0.03,0.5
18459,0.02,0.01,0.01,0.01,0.99,0.03,0.56,0.01,0.56
18464,0.02,0.01,0.01,0.01,0.99,0.02,0.56,0.01,0.54
18470,0.02,0.01,0.04,0.01,0.94,0.12,0.56,0.04,0.56
18475,0.02,0.01,0.04,0.01,0.94,0.11,0.54,0.04,0.55
18480,0.02,0.01,0.01,0.01,0.99,0.02,0.54,0.01,0.55
18486,0.02,0.01,0.03,0.01,0.96,0.08,0.54,0.03,0.56
18491,0.02,0.01,-0.01,0.01,1.01,-0.03,0.55,-0.01,0.57
18497,0.02,0.01,0.02,0.01,0.97,0.05,0.53,0.02,0.54
18502,0.02,0.01,0.03,0.01,0.95,0.09,0.56,0.03,0.56
18507,0.02,0.01,-0.01,0.01,1.02,-0.04,0.57,-0.01,0.61
18513,0.02,0.01,0.01,0.01,0.98,0.04,0.56,0.01,0.54
18518,0.02,0.01,-0.03,0.01,1.05,-0.1,0.55,-0.03,0.54
18523,0.02,0.01,0.02,0.01,0.97,0.07,0.55,0.02,0.55
18529,0.02,0.01,0.0,0.01,1.0,0.0,0.54,0.0,0.56
18534,0.02,0.01,0.0,0.01,1.0,0.01,0.54,0.0,0.56
18540,0.02,0.01,0.02,0.01,0.97,0.05,0.54,0.02,0.55
18545,0.02,0.01,-0.02,0.01,1.03,-0.06,0.54,-0.02,0.55
18550,0.02,0.01,0.04,0.01,0.95,0.1,0.55,0.04,0.55
18556,0.02,0.01,0.02,0.01,0.96,0.07,0.55,0.02,0.56
18561,0.02,0.01,-0.02,0.01,1.03,-0.06,0.55,-0.02,0.57
18567,0.02,0.01,0.01,0.01,0.99,0.02,0.54,0.01,0.56
18572,0.02,0.01,0.02,0.01,0.97,0.06,0.55,0.02,0.55
18577,0.02,0.01,-0.0,0.01,1.0,-0.01,0.53,-0.0,0.55
18583,0.02,0.01,-0.01,0.01,1.01,-0.02,0.53,-0.01,0.55
18588,0.02,0.01,0.02,0.01,0.97,0.06,0.54,0.02,0.52
18593,0.02,0.01,0.0,0.01,1.0,0.01,0.53,0.0,0.54
18599,0.02,0.01,0.0,0.01,1.0,0.0,0.53,0.0,0.52
18604,0.02,0.01,0.02,0.01,0.97,0.05,0.55,0.02,0.54
18610,0.02,0.01,0.02,0.01,0.97,0.05,0.55,0.02,0.55
18615,0.02,0.01,0.05,0.01,0.93,0.13,0.55,0.05,0.53
18620,0.02,0.01,0.02,0.01,0.98,0.04,0.56,0.02,0.54
18626,0.02,0.01,-0.0,0.01,1.01,-0.01,0.53,-0.0,0.49
18631,0.02,0.01,-0.02,0.01,1.03,-0.06,0.53,-0.02,0.5
18636,0.02,0.01,0.05,0.01,0.93,0.14,0.56,0.05,0.55
18642,0.02,0.01,0.01,0.01,0.99,0.03,0.56,0.01,0.53
18647,0.02,0.01,-0.04,0.01,1.06,-0.12,0.58,-0.04,0.54
18653,0.02,0.01,-0.01,0.01,1.01,-0.01,0.53,-0.01,0.51
18658,0.02,0.01,0.03,0.01,0.95,0.09,0.56,0.03,0.55
18663,0.02,0.01,-0.05,0.01,1.06,-0.13,0.54,-0.05,0.55
18669,0.02,0.01,-0.03,0.01,1.04,-0.08,0.55,-0.03,0.56
18674,0.02,0.01,-0.04,0.01,1.05,-0.1,0.55,-0.04,0.56
18680,0.02,0.01,0.05,0.01,0.94,0.11,0.56,0.05,0.52
18685,0.02,0.01,0.01,0.01,0.99,0.02,0.58,0.01,0.56
18690,0.02,0.01,0.02,0.01,0.97,0.05,0.57,0.02,0.55
18696,0.02,0.01,0.01,0.01,0.99,0.02,0.56,0.01,0.55
18701,0.02,0.01,-0.0,0.01,1.0,-0.0,0.56,-0.0,0.51
18706,0.02,0.01,-0.03,0.01,1.03,-0.07,0.56,-0.03,0.54
18712,0.02,0.01,-0.02,0.01,1.03,-0.06,0.6,-0.02,0.6
